,genre,track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
46456,dance and electronica,TRILRSG128F427F14F,The Moldy Peaches,I Forgot,-8.568999999999999,93.44200000000001,1,9,1,129.54077,40.500762836199996,0.284682151589,-9.63706356968,-9.59502444988,8.77363325183,4.47038875306,-8.05715892421,-0.924606356968,-9.40597799511,-1.4551320293399999,-6.321415647919999,2.0331442542800002,96.5050802249,3181.79729042,3032.18661747,2520.70771234,1178.25808453,1399.31150634,1375.83093375,882.846956703,600.584458491,368.16610507300004,432.722215475,378.92157136099996
45284,dance and electronica,TRGAADH128F92EB843,Armand Van Helden,The Funk Phenomena (Johnick Kenny Dope Master Mix),-19.762999999999998,124.874,4,1,1,634.72281,31.0765217391,36.661446162800004,21.1084234024,45.6461362708,-35.432421068000004,-9.16141552378,40.3748619784,7.102445579219999,3.39536708491,5.57227370878,2.6037939889099997,-4.83324423694,24.3099414675,1239.81097411,3486.92379533,1172.85774683,1145.74357908,1204.28657099,440.24304943699997,652.997603307,213.32456412599998,161.846958491,321.709623162,102.493619651
43063,dance and electronica,TRJUHII12903CDF970,Daniel Johnston,Despair Came Knocking,-21.345,139.898,1,4,1,164.28363000000002,30.104725868699997,-246.51436293400002,-44.0716351351,10.0645791506,31.813888030900003,3.6483590733599995,-38.7044054054,23.317903474899996,-28.6967123552,3.8897509652499997,9.83620656371,-8.16422972973,15.4757090754,1366.15415777,2755.53449074,2309.72527836,671.480529258,1600.08667498,521.898866847,400.78143998699994,480.14128519699995,269.401043399,320.294613164,344.469939331
46478,dance and electronica,TRXVJAV128F425BD8D,Avril,By Now (Feat. Lacenaire & Muriel),-12.902000000000001,116.838,4,11,0,173.29587,42.0384324786,19.8705504274,85.0084444444,19.553413675199998,-15.890574359,-14.2679777778,2.00294871795,-7.38482222222,-13.8074461538,-3.87251623932,2.6911897435900003,5.013822222219999,11.703631924100002,2123.0329365,1069.50856601,735.2304855860001,989.5404549860001,419.69042218199996,528.800969054,649.394339196,779.511040811,305.405939798,129.593686807,468.49870149699996
42018,dance and electronica,TRNYOPD12903CE264B,Takagi Masakatsu,Harmony,-18.105999999999998,76.393,3,9,0,1626.69669,33.2033609113,13.2056159073,63.591576338900005,7.030545963230001,20.988981215,-17.5307230216,-13.0201684652,-6.29234832134,3.8830425659500003,-1.2231258992799998,-1.0171005195799998,3.5156113109500002,79.8778399337,3793.61481499,1916.22055311,896.7290571369999,856.0625942989999,533.5003034169999,552.580473161,390.84829394800005,506.212956098,184.59033396799998,158.721972025,314.341003492
42346,dance and electronica,TRHJLCC128F934603B,Freeland,Wish I Was Here,-8.042,126.01700000000001,4,11,0,451.57832,42.776109119699996,0.449100158144,-83.0859936742,41.4502772799,35.8247601476,-7.353700052710001,2.37075698471,-19.1087638376,-9.548845545599999,0.8480168687399999,2.07059831313,-14.547208223499998,20.648601784100002,5264.86811265,4116.91649093,5343.24031633,1878.43931004,3665.20669923,594.4008116030001,1300.53536374,457.72463027599997,816.746142514,832.1003432780001,246.517196667
44581,dance and electronica,TROMZRT128F146A640,Lucy Pearl,Good Love,-3.438,156.06,4,5,0,249.88689,42.9147854369,16.6117223301,-19.681231068,18.3424737864,-24.5521679612,-3.9911776699,1.8856038835,-13.5420475728,-0.847401941748,10.5890786408,3.97860582524,-0.36906796116499996,58.686082733599996,2923.62218005,3189.50236564,5211.55400816,1445.35304651,1729.62561467,925.775311612,1003.53211924,719.89366491,609.468706049,576.025266571,480.96980967699994
44343,dance and electronica,TRZAIZB12903CC7DC4,Paul Woolford & Steve Mac,K-Hole,-12.75,122.84200000000001,4,11,1,419.29098,39.3746331096,27.4454658837,-41.06725783,30.7011974273,-16.9585939597,-6.28535178971,-0.748147091723,3.39264261745,8.2224787472,7.4928797539100005,2.81321085011,2.85801733781,27.1365689717,3779.37102876,2216.71690282,4198.5291142,807.700045818,1662.72521904,378.518408821,719.020549797,367.96668071199997,979.3944694180001,654.684163291,235.85858192900002
42039,dance and electronica,TRHLDQT128F92D14FA,Dub Pistols feat. Ashley Slater,Back To Daylight,-7.028,112.00399999999999,4,0,0,215.45751,46.420151709399995,-29.9465502137,-5.376445512819999,23.7143557692,-16.2759155983,-14.8225790598,4.81250854701,-11.8292222222,17.2442970085,9.36216773504,2.6302051282099996,1.0920288461499998,22.4788765005,1568.2863320000001,2582.66130117,2341.38376046,863.8114839,1558.64917131,532.666978908,754.215939243,302.146778683,628.323604853,434.791601984,245.026374302
42630,dance and electronica,TRGHKWM128F932D89F,Alec Empire,Burn_ Babylon_ Burn,-6.644,161.96200000000002,4,1,1,215.74485,48.22149122810001,78.4304631579,13.3925192982,3.89518157895,3.9072105263199997,-20.468095614,18.5284342105,0.6796333333329999,11.964809649100001,9.63961578947,2.9187456140400005,6.88987631579,26.2580364745,1786.15574506,1037.01085329,509.18637773300003,508.30599484699997,398.740956151,366.893726644,377.115651115,346.87492186599997,252.94677459599998,134.374085783,196.46543091400002
45413,dance and electronica,TRXOWQS128F42790DD,Amel Larrieux,Even If,-10.505,118.525,3,5,1,280.34567000000004,39.1011513812,-18.025741436500002,-45.7407447514,-26.2139171271,4.08420331492,-12.061927071800001,-8.224803314919999,1.8724696132599998,-3.05895911602,-0.99613038674,-5.28862541436,0.969608839779,87.5447352445,2576.94804443,4558.73108123,2008.763311,904.750160898,866.521569933,893.288060045,538.945852099,471.286769372,323.399824816,392.48016947,623.499517458
43659,dance and electronica,TRSYAYU12903C95441,Murcof,Memoria,-11.265999999999998,127.991,4,9,0,333.06077,38.936,-9.77716728625,-45.3684572491,24.836297397800003,-2.16601920694,0.992139405204,-6.9647589838899995,-3.8349894671599998,12.697076208199999,-0.653434944238,3.06302540273,4.57607992565,28.5203973061,6159.35640006,3111.5422727,2870.09195176,1370.58916126,2379.28143407,1035.65244277,1084.32740287,505.09474615,645.255606828,935.259744752,262.328990947
46516,dance and electronica,TRTXHUA128F92CA7DB,Audio Bullys,Flickery Vision,-8.375,122.99600000000001,1,9,1,338.52036,42.520113594,29.298762880199998,-47.1754208566,23.082995034099998,2.19659404097,3.7779776536300003,-6.49097020484,-5.80611483551,7.00295096214,0.71569522036,-1.52990937306,4.369679081319999,52.5093630169,5857.1631633,5776.93778344,7937.5223736,1055.33120348,2395.96149808,1082.28422814,1480.86405441,632.199066173,864.053006062,1239.07815644,379.804993754
43463,dance and electronica,TRLQSHD128F4298A37,Honeyroot,Every Single Day,-10.044,87.999,4,0,1,291.00363,43.7873798521,-7.0935896488,8.3764232902,-0.654201478743,-21.9108946396,-22.057308687600003,9.427222735669998,0.196584103512,10.0978622921,5.96211737523,0.44131792976000006,-3.67346857671,42.9014500341,5949.12192232,1385.56249041,299.260529952,702.0286182010001,262.440496587,467.65367729,189.725674433,373.89963542199996,165.096142276,109.042502585,213.896219097
44709,dance and electronica,TRDMNEY12903CCCB9E,Booka Shade,Havanna Sex Dwarf,-8.109,125.055,4,7,1,231.47057,40.1024833174,-48.25228217350001,-52.3796310772,51.0078369876,29.747525262199996,1.9126167778799998,21.4253660629,-6.29300095329,6.66666539561,1.5001782650100002,-5.88785033365,0.223316491897,80.56234072640001,8383.06843744,5123.56929754,4039.35463347,1237.3292597000002,3268.06818008,1071.89829037,1141.49553957,511.180845826,543.105103843,1029.45451996,356.724446927
45952,dance and electronica,TRWWQER12903CDD1F3,Scorn,Falling Autechre - FR 13 Mix,-13.433,116.016,5,1,1,618.21342,38.6364076746,47.4319114464,42.9864509675,52.524732371300004,-32.7351397179,2.87191734995,30.8164244014,16.1672446704,-2.47422400787,-0.371832404067,1.8041748114099998,16.1145923254,29.70258111,3677.75344526,2805.06046276,2166.29943374,1706.07682266,1951.63337917,748.02809734,791.090135301,486.786580039,448.018130031,502.12452798199996,171.905810901
44573,dance and electronica,TRFQAEE128F146A63E,Lucy Pearl,Everyday,-5.176,108.911,5,6,1,240.27382999999998,43.934521572399994,17.5956673058,-5.02950910834,4.37804793864,-2.3429520613599997,8.78379194631,-6.55566826462,-16.4014017258,-1.16088878236,3.7937353787199997,-1.9968868648099998,-7.0749012464,55.8475483473,1974.86787874,2495.5708931,3492.61263815,873.47244798,1660.9382197,871.45994658,1267.44988432,316.769163903,703.723545456,552.872760725,311.426593443
41927,dance and electronica,TRJVVKH12903CAF734,Layo & Bushwacka!,Strictly L&B,-13.062999999999999,123.993,4,9,1,495.64689000000004,38.042165994899996,50.5763847563,-106.68893111,27.4927295713,-17.1207610846,-22.4124356907,-3.22239281788,32.0741451081,-0.5509421033349999,19.407564675699998,6.67524551118,3.7454727006199997,11.1856006177,2678.31005904,3921.28220306,3099.92141933,1317.51033892,1389.40952641,633.338984439,782.6446488639999,438.825450878,391.547856741,444.977563609,293.203296317
45991,dance and electronica,TRJESMZ128F4255E93,Electric Company,Eye Induction,-27.739,94.65799999999999,3,1,1,423.28770999999995,18.1580686695,-34.6983782955,-136.283665849,-14.067789086500001,-29.627500919699997,-26.0737118332,10.6015052115,24.1287486205,3.7278436542,11.6562550582,-11.9806535868,-3.65835438381,26.657536369299997,2880.52531307,2155.03416561,5939.49698704,804.0930601910001,2146.19400676,807.64495132,889.7136198510001,448.92930567699995,353.130364674,578.2517449,291.95396648
44235,dance and electronica,TRCNMTD128F42927A2,Lee Coombs,Dance To The House,-7.726,132.00799999999998,4,11,0,441.28607999999997,44.6346852977,86.00285459700001,-45.336164034,10.2211287971,-31.9968748481,-17.1375901175,11.580798703900001,9.5654017821,7.443215876869999,15.3842640745,3.7302640745199995,1.9336614013799998,22.058379496300002,1424.35131777,4089.5215911,1797.19757517,890.49879341,773.5694027430001,885.937038167,385.096707679,356.32209748199995,198.073209648,404.318663351,271.589679676
43065,dance and electronica,TRCODIA128F9360B74,Daniel Johnston,Mind Movies,-8.349,177.00599999999997,4,9,1,181.05424,46.042753125,-10.7611078125,20.732859375,-1.698878125,-18.6330125,-11.4266953125,13.051871875,-11.7819125,3.0936140625,-10.4441796875,-0.415853125,9.2188796875,16.7529308453,1363.35286621,1015.47246163,571.252129885,457.54695635,421.17475694,444.23430767400004,398.014239658,291.495619165,252.94462862900002,165.417721116,302.317819528
42709,dance and electronica,TRFBBLD12903CB8A43,High Contrast,Green Screen,-5.265,115.338,1,10,0,313.59955,45.446193610200005,46.811048562299995,-0.802822364217,41.5213738019,17.841192971199998,-2.6671341853,15.797966134200001,12.8649277955,4.370732268369999,6.3592389776400005,1.33223322684,-1.7700083067099996,17.4731838814,2689.22368731,3366.65071649,1812.55954511,981.963139064,2169.87981917,722.85597815,1044.79939842,555.567662335,429.45101570099996,576.120726482,298.566572652
42925,dance and electronica,TRQEPBD12903C9EF64,Harold Budd,The Room Of Secondary Light,-26.228,92.73200000000001,4,5,0,278.54322,28.245617718400002,-113.738656553,51.6132390777,-11.8485691748,46.7663834951,-23.7827524272,-38.0112815534,-2.42375242718,-2.6757257281599998,-4.491122572819999,8.98671237864,16.5756893204,24.342853325900002,3001.36157713,1862.22713742,537.50166759,1310.87290315,171.351407228,618.10550395,195.045955196,879.409135973,137.430678792,81.1114689889,575.346792595
43627,dance and electronica,TRKTWVG128F42B72DC,Plej,Evum,-12.974,120.009,4,10,0,210.65097999999998,36.7447701613,-88.29088407260001,-54.8669576613,57.262859879,41.4276864919,-11.2963377016,1.7820100806499999,-45.6258487903,-13.0265272177,-11.4891159274,8.1877671371,0.742929435484,31.4461957657,7136.65987751,6699.81211308,3711.08981836,2947.7109329,1957.4797224,856.2354423139999,2149.25649368,702.685272822,1066.55549406,554.5471472830001,373.794724666
43108,dance and electronica,TRZEQAR12903CDF831,Daniel Johnston,Joy Without Pleasure,-14.509,141.945,4,7,1,113.34485,40.3658833819,-164.696941691,93.090516035,20.4349737609,-3.8451107871699994,-2.8128046647200002,12.076384839700001,12.227877550999999,-9.89158017493,6.62775510204,-3.01836734694,2.37716034985,10.4113577823,1727.53875162,1247.78689999,1210.89072631,1057.56546603,650.687270583,980.466547624,504.445433081,409.78412892,232.589460494,257.390406903,335.39042663
45428,dance and electronica,TRHUMZH128F146E95B,Amel Larrieux,Gills And Tails (Album Version),-7.081,97.20700000000001,5,0,1,299.49342,43.1520725126,4.799715008430001,-17.4579510961,8.22504131535,5.44388785835,-18.6902925801,15.4960649241,-0.964339797639,10.6560978078,3.7066913996599995,-3.46097554806,-5.17049578415,41.2825659475,2421.83329246,3966.47421059,3342.15814038,996.193532015,1214.02952162,1065.05652154,613.867615609,475.264149955,365.24900683699997,461.64858753699997,371.401715813
43514,dance and electronica,TRFECYU128F935144C,310,High and Tight,-8.252,144.016,4,5,0,384.91382999999996,42.8030842627,-38.8328525403,29.8052348203,34.8714144981,-23.3064535316,-10.6119417596,24.0892639405,-12.763358736099999,6.0472205700099995,-0.190933085502,5.603366171,-5.29495972739,42.2081715877,6862.88968709,4571.55647222,1519.24669973,1156.48996741,961.627004725,756.666254456,987.072701075,522.2790781809999,411.301619981,226.61223584200002,375.103074055
46346,dance and electronica,TRDBOGF128F931AD0F,Atomic Hooligan,Electro Ain't Electro,-5.0489999999999995,129.06,4,1,1,276.97587000000004,47.4852822719,76.16732185890001,2.73903012048,19.9862994836,0.164944922547,-10.0354457831,4.79014888124,13.446535284000001,1.11472375215,4.620938037869999,7.00342685026,9.78885197935,32.530942509,1756.63373555,1555.30496289,2555.95707052,723.317964644,1275.04471379,450.732911626,692.304591342,269.021825293,383.42462046300005,776.962948269,263.717724556
42813,dance and electronica,TRXAHYZ128F930B398,David Toop,Raw Mouth Shape,-15.866,76.861,3,0,0,242.1024,34.771127371300004,28.598159891599998,-0.125714092141,-2.05339701897,11.142597560999999,-23.301921409200002,-0.877058265583,4.03285230352,11.8975420054,10.929703252000001,-1.146100271,7.861821138210001,33.2500567317,4831.17862299,1717.09704935,2300.47412689,1140.53139873,719.245178883,774.5808360410001,412.460138324,514.016471633,229.248218745,307.433073933,418.663742505
46732,dance and electronica,TRHQSTS128F92F473C,Kraak & Smaak,Say Yeah,-7.101,83.91799999999999,5,10,0,295.07873,45.0085947302,11.076386449200001,-14.706284818099999,21.754232120500003,16.1193964868,-13.0780846926,-3.82890464241,8.64355583438,-6.64455959849,-0.011511292346299998,9.35598368883,5.440837515680001,38.867640272399996,3241.30559814,4479.27072299,1182.96744654,1537.63747432,921.982502537,791.178216855,505.93321601099996,445.20429006800003,375.709242329,243.632806665,368.2560264
46068,dance and electronica,TRDXCKU12903CF4D06,Larry Tee,I Love U (Antony Reale & Funky Junction Remix - House Mix) (Antony Reale & Funky Junction Remix - House Mix),-5.382000000000001,83.339,3,11,0,419.65669,46.351553393900005,50.444519239099996,-30.4587535668,46.0699014267,-11.7853834847,-1.14028534371,0.87004150454,2.666230869,3.25386554259,7.39299567661,7.948015131860001,6.353956333769999,42.6684078598,4810.09819175,2437.49209605,1811.78953743,801.304811387,1160.8917673,580.670798123,564.471651112,434.87377704,482.00215178699995,379.35430816699994,205.006949539
45153,dance and electronica,TRFOMJQ128F4256422,Stateless,Great White Whale featuring Gavin Castleton,-9.227,93.419,4,11,0,223.50322000000003,44.4193698324,-42.5031374302,-13.8248927374,-5.50822569832,23.706469273699998,-21.0392212291,5.09251396648,-9.96655195531,3.36023910615,-5.5472972067,0.07143240223460001,-2.3125608938499997,30.8289932364,2990.12674322,1963.37805763,1358.47248796,780.713104222,707.9644390189999,517.028460621,654.424209365,543.0852860480001,441.82949429800004,266.687368811,639.61569963
43100,dance and electronica,TRYBGSA128F4274FE2,Daniel Johnston,An Angel Cry,-19.69,233.891,4,11,1,131.57832,35.410532646,-224.628106529,-16.5644020619,-26.2729175258,25.4383058419,-18.160161512000002,-30.8385051546,0.570010309278,27.479776632300002,4.078412371130001,8.97319587629,30.157415807600003,3.6675969843300003,867.729394308,1110.06271746,753.139314907,502.544169291,567.458515647,486.70659822199997,244.670509852,284.24077096400003,115.88436928700001,188.430886316,257.244193666
45830,dance and electronica,TRGBHNW128F932B997,Fat Jon,Naos,-8.011000000000001,93.50200000000001,4,0,0,184.55465,37.881834710700005,59.5234644628,-75.1610909091,15.0647090909,-13.2727570248,16.7893355372,17.7341190083,-7.746019834710001,8.927671074380001,3.54694545455,1.05871900826,-12.2136495868,42.8817147661,3515.68300039,2722.34700752,2018.70867896,1564.29069381,2673.78985699,705.516526783,1027.22672341,359.70837332800005,475.678184663,224.923658986,164.26616942799998
43898,dance and electronica,TRSLSER128F42A6205,Mutemath,Progress (Non-Album Track),-4.904,60.678000000000004,4,9,1,285.88363,48.6794918534,-17.5042861507,29.910158859499997,5.536171079430001,11.2351069246,-26.3467596741,15.7437342159,-12.483090631400001,13.4895947047,2.01088187373,-0.184126272912,-1.0662749490799999,37.9782016125,1735.96186852,1455.277008,637.222865352,1004.3494681,404.521124588,574.140644645,423.377907396,356.180337722,251.676872379,153.762650876,501.08174508699994
42757,dance and electronica,TRCNPFM128F9337C0A,Dabrye,Game Over (featuring Jay Dee And Phat Kat),-10.052999999999999,91.962,4,0,1,223.86892999999998,35.2409325,-29.45827625,-25.153755,36.57114125,12.66874375,10.640185,8.4847,11.46333875,-11.95085,-1.38820625,-9.0430875,1.2149125,61.3202252379,7536.75096892,3728.40931781,10991.251239799998,2040.38887666,2681.65286517,1001.94640758,2476.50111561,725.869670805,797.907554426,1188.6853353,644.68271776
44553,dance and electronica,TRCGVYH128F1455465,Deep Dish,Sacramento (Audiofly Dub),-9.742,126.041,4,6,1,494.73260999999997,38.2193156733,-16.3639726269,-20.272676821199997,36.1608119205,-12.321409713,-19.151358940399998,4.0006176600400005,5.24354172185,-9.54150198675,7.3448781457,4.4543580574,-5.2322467991199995,53.822529036300004,5461.65751003,4049.70771515,3240.35030087,1251.13690491,1309.18375937,1156.4428732000001,1155.77257652,405.418797816,433.96047349599996,534.14950891,277.646263497
43343,dance and electronica,TRSQUZV128F1456619,Wisdome,Off The Wall (Perfect Phase Remix),-7.57,137.97899999999998,4,0,1,354.66404,43.77276496819999,102.53958598700001,-26.886502547800003,32.3410528662,22.9219286624,7.0070044586,3.25053312102,20.8718509554,-3.95436624204,14.6597401274,2.85641847134,3.7833,31.044548970900003,3832.02879682,7184.19038582,2631.68293057,882.144046552,2291.36907481,659.726054609,579.273951977,231.738336137,839.152317962,558.689080958,201.88285146
45196,dance and electronica,TRILVAS128F92F37D5,Eric Roberson,The Man Who Had It All (Introducing The Smoke Signals),-10.933,139.12,4,9,1,241.162,42.3255361446,-19.382590361400002,3.7530626506,-3.1897819277099995,4.5375253012,-7.795922891569999,-5.839246987949999,-7.66856506024,1.0186590361399999,-3.3154168674699998,2.0057662650599997,1.28884578313,31.3464810125,2173.27339382,1450.14771626,1901.92346137,680.786800069,922.777178505,566.7777631519999,625.030617776,405.558320034,347.252763515,341.241730083,257.17380228
45172,dance and electronica,TRYEQHO128EF351F1A,DT8 Project,The Sun Is Shining (Down On Me),-10.488,136.02700000000002,4,7,0,188.57751000000002,44.557641993999994,55.3080030211,11.1939833837,-8.887637462239999,15.0178504532,-29.0783625378,7.203385196369999,-2.7505543806599997,0.929143504532,7.994672205439999,-1.2363126888200002,4.60096827795,39.747183250999996,1724.0357174000003,1239.47865903,563.64735082,437.59649009699996,233.44919492900002,425.935486454,214.69563331400002,210.61071102900002,145.92597418399998,97.90273295809999,156.472307139
44747,dance and electronica,TRERLHO128F92C7D3D,Booka Shade,Control Me,-9.215,130.039,4,3,0,307.90485,43.6106007005,5.42614886165,3.3000499124299996,17.4741409807,-3.9262171628699996,-18.559417688299998,18.3007758319,-7.62483012259,4.36291068301,4.9595647986,3.8177092819599996,-4.5252732049,21.8006415709,1924.21726934,2852.870215,1188.14981147,1218.30184354,730.2254335480001,490.197063904,334.218972546,240.19966945299998,259.935875312,154.51436258799998,194.06861379400002
45466,dance and electronica,TRZHLZZ128F4259487,Sub Focus,Timewarp,-6.303999999999999,173.87900000000002,4,1,1,318.1971,46.432651271800005,24.272763721599997,-3.87005421687,12.0893688086,-5.26037884873,-27.9493253012,0.345454484605,15.363311245,-3.30411914324,12.305615127200001,6.64545983936,9.688016064260001,50.460284211099996,4753.79944677,1230.30736888,1400.88320121,612.803174424,932.8945941310001,483.774720794,312.873956512,168.355218093,284.816327312,367.999989663,169.165162844
45526,dance and electronica,TROGDQU12903CC7C1F,Phonophani,Saltwater,-17.476,86.836,4,5,1,532.6624,33.7163916599,-78.7542534751,-4.68382992641,-17.2316713001,0.749751430908,-36.0216067048,36.1082853639,6.100246116109999,19.0358364677,8.24486426819,-8.064545380210001,-12.876140637799999,47.20632658,19309.797198700002,8264.102004600001,1669.21342724,1997.09865894,374.65450365199996,1550.81027945,563.121185564,976.246243802,287.099150634,215.838118372,630.5548525180001
43170,dance and electronica,TRQRJXN12903CF29FA,Deadmau5,Soma,-14.123,127.98299999999999,4,6,0,473.83465,31.9306133201,-35.2806590457,-83.6844617296,35.3024299205,1.02506212724,-2.44537624254,8.12290357853,17.4807897614,4.2784756461199995,20.2445780318,-7.43108797217,-7.164807157060001,51.078693655600006,6681.94007111,7258.08388405,5468.81806205,1500.29954831,5604.26517706,945.9767227760001,769.735418669,821.310864958,574.383770735,908.0769408589999,416.943154087
42914,dance and electronica,TRTGOFY128F424C73B,Harold B,Come To Me,-5.7410000000000005,117.295,4,0,0,305.55383,46.876391061499994,4.94591061453,13.3024223464,-6.27376089385,16.6098111732,-9.99388715084,-3.6674659217900003,0.618690502793,-13.387653631300001,-2.09016312849,-2.19181675978,-4.56553743017,30.1445981264,3164.80107959,2860.69440875,1917.48069624,1117.55094193,1014.26833385,764.480273143,478.053774956,570.272663509,359.40205992,301.368658107,395.616200159
43130,dance and electronica,TRGTSZW12903CDF8EA,Daniel Johnston,All Around The World,-18.392,116.82700000000001,1,4,1,96.522,38.0001522843,-190.74770050799998,48.019573604099996,-11.5904873096,39.6473451777,-23.5291827411,-30.2683959391,-9.818436548220001,37.8572690355,6.371791878169999,3.64510659898,12.989096446700001,9.8727494895,1843.37092205,843.464702783,406.441042169,542.769176297,401.06402295099997,440.722488706,136.905368581,491.29406397300005,161.18941182,100.247238755,256.64580515299997
